miRNA	SRR5144155	SRR5144156	SRR5144157	SRR5144158	SRR5144159	SRR5144160	SRR5144161	SRR5144162	SRR5144163	SRR5144164	SRR5144165	SRR5144166	SRR5144167	SRR5144168	SRR5144169	SRR5144170	SRR5144171	SRR5144172	SRR5144173	SRR5144174	SRR5144175	SRR5144176	SRR5144177
mmu-miR-466e-3p	531	842	686	464	643	479	143	192	180	117	192	168	297	377	374	837	375	323	208	117	91	298	78
mmu-miR-466e-5p	10	4	0	4	0	6	2	6	0	0	2	2	4	2	2	2	2	4	0	0	0	2	0
mmu-miR-466f	4	12	8	0	4	8	0	0	0	0	0	0	0	8	4	0	8	4	0	0	4	0	0
mmu-miR-466f-3p	14	13	9	9	10	10	3	9	2	8	9	0	6	4	11	10	5	11	6	3	4	11	2
mmu-miR-466f-5p	4	12	8	0	4	8	0	0	0	0	0	0	0	8	4	0	8	4	0	0	4	0	0
mmu-miR-466g	5	14	7	9	7	10	4	7	1	2	5	3	7	5	11	7	8	10	2	2	3	2	0
mmu-miR-466h-3p	6	18	11	14	10	10	2	8	0	1	3	2	4	6	10	27	6	12	4	0	0	0	0
mmu-miR-466h-5p	4	2	2	4	1	3	1	0	1	0	3	2	2	2	2	6	3	0	2	0	2	1	0
mmu-miR-466i-3p	2	4	2	2	4	1	0	3	0	1	2	0	1	2	4	3	2	0	0	0	1	0	1
mmu-miR-466i-5p	36	0	21	4	0	0	0	1	13	34	0	28	80	21	6	31	2	14	6	0	24	15	0
mmu-miR-466j	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
mmu-miR-466k	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
mmu-miR-466l-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
mmu-miR-466l-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-466m-3p	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0
mmu-miR-466m-5p	0	10	0	0	10	0	0	0	0	10	0	0	10	20	10	0	0	0	10	0	0	0	0
mmu-miR-466n-3p	0	6	3	2	3	3	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0
mmu-miR-466n-5p	14	10	6	10	10	6	8	12	12	0	12	6	8	6	18	18	22	6	4	6	2	10	4
mmu-miR-466o-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-miR-466o-5p	58	20	0	12	7	54	18	38	0	8	26	26	20	25	48	17	10	35	0	0	8	10	0
mmu-miR-466p-3p	560	884	714	491	675	508	151	198	190	121	205	179	312	390	377	867	394	334	219	123	97	313	80
mmu-miR-466p-5p	7	8	0	6	1	5	2	4	0	3	2	0	0	2	2	4	0	3	2	0	0	2	0
mmu-miR-466q	5	9	7	5	4	11	6	8	3	2	5	0	6	9	5	5	5	10	5	1	1	7	0
mmu-miR-467a-3p	275	418	352	264	330	418	187	462	198	154	264	121	242	440	506	572	209	264	110	66	22	143	99
mmu-miR-467a-5p	891	792	946	825	550	880	473	638	616	429	605	396	726	935	1012	1166	957	671	319	132	264	385	77
mmu-miR-467b-3p	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-miR-467b-5p	891	792	946	825	550	880	473	638	616	429	605	396	726	935	1012	1166	957	671	319	132	264	385	77
mmu-miR-467c-3p	1	0	2	0	0	1	0	1	0	0	1	0	0	1	0	2	3	0	0	0	0	0	0
mmu-miR-467c-5p	20	32	25	18	16	34	13	20	15	14	15	4	11	31	21	39	19	8	12	4	5	10	3
mmu-miR-467d-3p	275	418	352	264	330	418	187	462	198	154	264	121	242	440	506	572	209	264	110	66	22	143	99
mmu-miR-467d-5p	78	80	66	54	44	81	48	84	69	33	52	32	59	81	92	67	88	46	36	17	14	29	15
mmu-miR-467e-3p	1	1	4	0	1	3	0	4	1	1	2	1	0	0	3	6	3	0	0	2	0	0	1
mmu-miR-467e-5p	41	67	61	50	49	53	29	37	28	24	32	13	35	48	39	52	39	49	34	18	25	36	14
mmu-miR-467f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-467g	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mmu-miR-467h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-468-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-468-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-470-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-470-5p	1	0	0	0	1	0	0	0	0	0	2	0	2	3	4	5	5	1	1	1	0	1	0
mmu-miR-471-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mmu-miR-471-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-483-3p	22	14	11	10	16	13	7	11	4	8	12	7	13	18	40	26	6	5	4	1	3	7	1
mmu-miR-483-5p	9	1	5	7	5	4	5	3	1	0	1	1	4	4	14	11	8	2	1	3	0	0	1
mmu-miR-484	4302	6080	5215	4160	3732	5725	948	1502	1015	701	1075	504	1560	1817	1690	2570	1802	2873	1434	1031	1274	1701	537
mmu-miR-485-3p	328	371	286	363	244	311	527	716	485	387	621	260	659	952	881	1264	702	791	322	227	332	482	144
mmu-miR-485-5p	392	438	374	411	289	409	897	1191	807	676	946	394	925	1230	1010	1529	1519	630	322	215	341	385	107
mmu-miR-486a-3p	357	422	411	308	278	392	63	79	39	49	46	26	58	83	82	91	103	151	94	56	90	91	26
mmu-miR-486a-5p	230259	360427	368027	225138	200348	307097	24288	46525	24240	23846	28857	16491	38475	68068	50354	81561	43398	72602	48844	33995	45007	45330	18935
mmu-miR-486b-3p	397	466	454	333	307	433	68	95	44	58	56	32	65	98	96	104	124	165	107	68	101	104	29
mmu-miR-486b-5p	230259	360427	368027	225138	200348	307097	24288	46525	24240	23846	28857	16491	38475	68068	50354	81561	43398	72602	48844	33995	45007	45330	18935
mmu-miR-487b-3p	1940	2419	2087	1818	1547	2259	3234	3782	2838	1857	3258	1469	4627	5651	5270	7115	5928	3810	1928	1233	1669	2580	868
mmu-miR-487b-5p	3	7	7	3	4	10	0	10	6	4	8	3	3	9	10	24	10	7	5	3	3	5	1
mmu-miR-488-3p	2127	2817	2469	2025	1653	2730	5829	7264	4016	5484	6038	1182	6665	9480	8599	14032	9718	7770	4708	3187	5650	6596	1111
mmu-miR-488-5p	60	56	67	63	38	69	167	211	167	187	162	88	304	330	288	471	447	277	136	123	204	173	76
mmu-miR-489-3p	4	1	3	2	3	4	12	4	1	1	6	1	1	4	4	3	1	0	0	0	0	0	0
mmu-miR-489-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-490-3p	346	264	227	308	140	239	632	828	696	511	587	242	391	475	528	643	468	4410	2166	1424	1918	2681	931
mmu-miR-490-5p	4	1	5	5	2	1	4	14	13	8	16	3	7	5	6	11	3	78	48	28	28	41	12
mmu-miR-491-3p	1	7	2	10	3	5	11	7	7	8	5	2	16	19	19	19	20	8	7	2	9	8	1
mmu-miR-491-5p	5	9	6	3	5	14	11	18	13	11	12	3	36	28	44	47	33	15	5	0	3	16	0
mmu-miR-493-3p	3	2	0	0	2	1	4	6	4	5	1	6	9	5	11	9	9	4	3	0	0	1	5
mmu-miR-493-5p	8	9	8	6	6	8	47	73	52	33	60	25	105	118	99	140	128	34	33	18	31	25	3
mmu-miR-494-3p	13	28	18	29	18	19	33	17	21	10	19	1	57	53	74	79	64	14	3	3	1	14	2
mmu-miR-494-5p	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0
mmu-miR-495-3p	389	538	429	381	281	405	388	477	315	282	412	114	395	721	695	881	361	420	182	101	122	255	43
mmu-miR-495-5p	5	8	12	4	8	9	10	10	5	8	15	3	10	21	11	16	15	8	3	0	1	2	1
mmu-miR-496a-3p	380	328	373	300	268	340	558	655	593	520	572	298	522	792	855	1258	546	471	203	106	231	280	48
mmu-miR-496a-5p	1	1	2	0	1	1	3	2	3	3	2	1	2	5	1	7	2	6	1	2	1	0	1
mmu-miR-496b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-497a-3p	158	268	177	129	198	247	6	9	1	3	8	2	6	13	16	18	20	14	18	10	13	21	7
mmu-miR-497a-5p	18227	24422	15582	18902	15834	21975	1862	1987	2241	979	1867	818	3901	4383	4166	5672	4343	5497	2315	1297	1841	4081	1173
mmu-miR-497b	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
mmu-miR-499-3p	1	0	0	0	0	5	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
mmu-miR-499-5p	17	27	20	18	14	19	12	17	12	5	14	2	8	23	21	21	23	16	4	2	18	8	4
mmu-miR-500-3p	156	229	164	137	148	195	89	93	74	49	71	27	140	263	154	256	124	234	175	57	85	201	23
mmu-miR-500-5p	2	5	2	5	2	6	2	1	5	3	2	0	3	6	3	7	5	2	3	1	1	3	2
mmu-miR-501-3p	287	217	132	391	145	167	343	302	296	246	237	127	308	357	156	535	253	664	353	230	414	405	116
mmu-miR-501-5p	7	15	16	11	13	7	6	10	6	5	7	4	9	19	20	17	11	14	11	6	4	11	1
mmu-miR-503-3p	2	2	3	0	0	3	8	9	6	4	3	6	5	7	13	18	7	5	3	1	5	2	0
mmu-miR-503-5p	0	1	1	2	1	1	1	3	1	2	1	0	6	3	4	1	5	1	1	0	0	0	0
mmu-miR-504-3p	0	1	0	1	1	0	0	0	0	1	0	0	4	0	2	3	0	1	0	0	0	0	0
mmu-miR-504-5p	11	13	9	7	4	7	33	39	21	17	28	21	59	111	88	109	67	52	25	11	20	20	5
mmu-miR-5046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-505-3p	20	22	23	25	8	28	12	17	16	11	11	7	21	31	26	35	18	19	10	5	7	16	1
mmu-miR-505-5p	6	13	7	8	12	8	12	11	8	3	7	4	14	14	13	31	19	11	3	5	3	9	0
mmu-miR-509-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-509-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5099	131	239	196	162	133	182	166	250	161	140	153	94	228	344	302	398	349	457	288	219	284	264	84
mmu-miR-5100	2	3	2	4	0	0	1	2	1	3	1	1	4	2	3	4	2	6	6	1	1	6	1
mmu-miR-5101	1	2	2	3	2	1	0	1	0	0	0	0	0	1	1	0	0	1	3	0	2	1	0
mmu-miR-5103	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
mmu-miR-5104	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-miR-5104b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5106	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0
mmu-miR-5107-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0
mmu-miR-5107-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-511-3p	2	4	4	2	1	5	9	2	5	1	1	3	4	8	11	12	7	7	11	5	2	5	1
mmu-miR-511-5p	1	2	2	0	0	2	1	2	0	0	1	0	3	2	4	3	1	0	1	1	1	0	0
mmu-miR-5110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5113	2	2	1	1	0	0	1	4	1	1	3	1	3	5	1	4	0	2	1	0	2	0	0
mmu-miR-5114	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	1	0	2	1	0	1	0	0
mmu-miR-5116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5119	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-miR-5121	3	10	5	4	3	7	2	3	5	1	2	0	3	2	8	9	5	5	2	3	1	3	1
mmu-miR-5122	28	26	25	23	22	40	10	10	8	7	5	4	20	10	10	18	11	31	16	9	12	16	7
mmu-miR-5123	6	4	2	0	0	0	2	0	4	2	0	0	0	0	6	0	2	0	0	0	0	2	0
mmu-miR-5124a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5124b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-miR-5125	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	1	0	1	2	0	0	0	1
mmu-miR-5126	0	3	1	2	1	1	0	3	0	1	1	2	0	4	2	4	0	3	3	2	0	0	2
mmu-miR-5127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5128	0	2	0	0	0	0	1	3	2	0	0	0	1	1	0	2	2	5	1	1	4	4	3
mmu-miR-5129-3p	13	11	11	8	6	10	35	33	30	28	31	13	113	134	113	160	160	173	94	56	76	85	38
mmu-miR-5129-5p	0	1	2	1	0	2	2	3	0	0	1	0	6	7	4	5	4	5	4	0	1	4	3
mmu-miR-5130	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-miR-5131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5132-3p	1	3	2	6	7	7	2	1	0	2	3	1	0	1	4	8	1	4	0	0	1	2	0
mmu-miR-5132-5p	1	1	0	4	1	1	0	1	1	0	1	0	1	2	0	2	1	1	1	1	2	3	1
mmu-miR-5133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-miR-5134-3p	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2	1	1	0	0	0	0	0
mmu-miR-5134-5p	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
mmu-miR-5135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-miR-5136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-532-3p	194	251	245	196	174	271	132	127	90	79	107	52	203	255	276	348	216	236	95	50	101	151	39
mmu-miR-532-5p	2663	3282	3042	2576	2129	3219	1794	2180	1814	1455	1626	876	2705	3463	2996	4475	3077	3602	1986	1307	2019	2145	736
mmu-miR-539-3p	8	14	14	5	3	10	7	16	4	11	14	0	12	32	19	41	26	12	8	5	5	8	1
mmu-miR-539-5p	12	21	29	18	25	27	40	36	37	15	25	11	52	68	58	106	67	25	16	12	13	23	5
mmu-miR-540-3p	425	501	467	355	330	472	784	1051	787	588	771	424	1106	1374	1022	1782	1527	495	315	192	245	293	150
mmu-miR-540-5p	82	109	107	105	66	120	137	194	143	128	180	61	177	291	270	320	264	105	61	47	65	63	24
mmu-miR-541-3p	1	2	2	5	2	2	7	7	3	4	6	2	4	4	4	9	6	1	2	0	1	1	0
mmu-miR-541-5p	14220	15458	16869	11647	10264	15797	29893	37241	26443	23159	26897	14748	44428	54880	44192	71370	54105	16131	11845	7956	10048	10723	4229
mmu-miR-542-3p	31	34	38	32	14	43	67	84	46	45	64	24	66	80	98	116	93	32	37	18	25	48	10
mmu-miR-542-5p	8	7	9	4	7	7	14	8	8	4	8	5	12	10	11	13	7	7	4	4	0	4	2
mmu-miR-543-3p	356	421	427	364	264	428	582	796	525	438	601	261	530	665	565	854	514	669	408	228	285	455	121
mmu-miR-543-5p	36	36	31	27	34	34	77	119	92	63	102	42	68	110	85	138	85	53	30	22	13	43	16
mmu-miR-544-3p	24	35	36	22	23	30	28	40	21	21	42	6	38	59	65	72	63	28	16	9	16	22	3
mmu-miR-544-5p	21	26	22	27	22	35	48	52	42	30	45	10	52	93	77	103	59	32	33	11	12	24	3
mmu-miR-546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-547-3p	3	7	2	2	6	7	2	1	3	0	1	2	0	2	7	4	1	1	1	2	2	5	0
mmu-miR-547-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-551b-3p	50	37	35	50	24	31	404	404	275	222	396	95	950	1306	1089	1712	1092	199	100	63	90	162	28
mmu-miR-551b-5p	2	0	2	0	0	0	13	14	3	1	5	2	12	12	8	21	25	2	3	2	1	1	0
mmu-miR-5615-3p	2	0	4	0	2	2	2	0	2	0	0	0	0	8	0	4	0	0	0	0	0	2	0
mmu-miR-5615-5p	28	26	28	24	10	28	8	18	22	16	14	8	22	22	36	42	42	8	14	14	12	10	6
mmu-miR-5616-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
mmu-miR-5616-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5617-3p	1	1	4	3	3	2	3	3	2	2	5	3	7	8	5	11	5	2	1	3	2	4	0
mmu-miR-5617-5p	0	1	1	1	0	1	2	1	2	0	0	1	1	0	1	2	1	1	1	0	0	3	1
mmu-miR-5618-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5618-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5619-3p	0	0	0	1	1	1	0	1	0	0	1	0	2	0	1	1	1	1	0	0	3	1	0
mmu-miR-5619-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5620-3p	1	0	2	1	0	1	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0
mmu-miR-5620-5p	2	0	5	5	0	1	5	0	1	0	0	3	2	2	1	2	1	3	0	1	0	1	0
mmu-miR-5621-3p	3	0	1	2	0	0	1	1	1	2	3	0	3	7	3	1	0	0	3	0	1	3	0
mmu-miR-5621-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
mmu-miR-5622-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5622-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5623-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
mmu-miR-5623-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mmu-miR-5624-3p	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	2	0	0	0	0	0	0
mmu-miR-5624-5p	0	1	1	2	0	0	0	1	0	0	1	0	1	0	1	1	2	0	0	0	0	1	0
mmu-miR-5625-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5625-5p	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5626-3p	0	0	1	0	0	0	1	2	2	0	1	0	0	3	2	0	1	1	0	0	1	0	1
mmu-miR-5626-5p	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	1	1	0	0	0	0	0	0
mmu-miR-5627-3p	10	17	14	9	9	13	1	2	4	1	4	0	2	4	1	2	3	2	5	5	3	9	2
mmu-miR-5627-5p	0	0	1	0	0	2	0	1	0	0	0	0	1	2	0	0	0	1	1	0	0	1	1
mmu-miR-568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5709-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mmu-miR-5709-5p	4	1	1	2	0	5	3	3	2	1	0	1	1	1	2	1	3	6	3	0	1	1	0
mmu-miR-5710	0	0	0	0	0	0	2	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0
mmu-miR-574-3p	67	83	75	65	64	70	78	99	84	55	85	49	139	143	185	159	122	92	48	34	42	75	19
mmu-miR-574-5p	9	10	12	10	9	15	14	27	9	11	20	8	15	41	31	50	23	11	12	5	6	6	7
mmu-miR-582-3p	7977	12416	10190	7536	6891	10407	2387	3334	2484	2117	2473	1036	4042	5467	4297	8312	6274	2243	1344	913	1296	1532	462
mmu-miR-582-5p	943	1364	1280	983	835	1206	288	389	318	250	345	133	426	547	618	792	537	331	151	77	137	197	40
mmu-miR-590-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-590-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-592-3p	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1
mmu-miR-592-5p	387	434	394	318	261	380	1055	1282	986	818	1010	427	549	768	813	930	658	3966	2186	1422	1991	2671	888
mmu-miR-598-3p	9519	11012	9712	7221	6892	9190	2341	3088	2027	1997	2284	1061	2549	4195	3542	6475	3865	986	572	337	559	725	169
mmu-miR-598-5p	10	8	7	14	8	12	0	5	2	2	3	1	7	2	6	7	8	2	2	1	0	0	0
mmu-miR-599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-615-3p	11	13	13	12	11	11	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
mmu-miR-615-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6236	2	4	1	3	1	10	4	3	2	2	3	2	4	17	10	16	7	2	3	0	2	2	0
mmu-miR-6237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6238	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0
mmu-miR-6239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mmu-miR-6240	5	23	6	8	9	10	14	9	11	7	13	6	8	84	11	37	26	16	31	13	14	24	8
mmu-miR-6241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
